name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1803,2015,541,70000,2,3,1,0
2713,2013,459,120000,2,3,1,0
1116,2007,61,58000,6,2,1,1
1510,2013,266,62200,2,2,1,0
42,2014,757,34000,2,2,0,1
334,2015,281,53000,2,3,1,1
54,2013,912,49000,2,2,0,0
319,2017,173,15000,6,2,1,1
3423,2013,360,50000,6,3,1,0
25,2013,698,53000,2,2,0,0
779,2009,173,63500,6,2,0,0
2540,2018,988,9800,6,2,0,0
153,2017,905,13000,2,3,0,0
3527,2018,839,21000,2,2,0,0
2105,2008,147,29173,6,2,1,0
145,2012,888,48000,2,2,0,0
1538,2017,475,120000,2,3,1,0
1127,2010,459,100000,2,3,1,0
2626,2017,319,30000,6,3,1,0
1821,2018,541,87000,2,3,1,0
979,2019,541,15000,6,3,1,0
2747,2017,258,16000,6,3,1,0
1827,2012,459,60000,2,3,1,0
2422,2010,84,60000,6,3,1,3
2103,2011,205,110000,6,3,1,2
2747,2017,281,25000,6,3,1,0
856,2016,560,60000,2,3,1,0
2324,2014,348,79350,2,3,1,1
1171,2016,508,80000,6,3,0,0
1649,2014,429,90000,2,3,1,1
2097,2007,100,90000,6,3,1,1
2005,2014,396,120000,2,3,1,1
203,2013,139,60000,2,3,1,1
2464,2004,79,50000,6,3,1,0
1906,2018,427,20000,6,3,1,0
2375,2007,84,110000,2,3,1,3
3049,2012,84,50000,6,3,1,1
3337,2012,396,100000,2,3,1,0
2002,2016,572,70000,2,3,1,1
865,2016,596,70000,2,3,1,1
641,2016,390,50000,6,3,1,0
2955,2010,105,81000,2,3,1,1
275,2012,320,120000,2,3,1,2
220,2015,657,3600,2,2,1,0
520,2015,416,14272,6,2,1,0
394,2017,596,49213,2,2,1,0
1277,2015,188,40000,6,3,1,0
1851,1998,20,40000,6,3,1,3
261,2012,110,80000,6,3,1,0
914,2015,166,70000,6,3,1,0
2956,2011,100,70000,2,3,1,0
1075,2003,56,57000,6,3,1,0
2894,2016,205,120000,2,3,1,0
1841,2005,84,30000,6,3,1,0
914,2013,232,3240,6,3,1,1
1349,2015,422,5000,6,3,1,0
1285,2018,516,10000,6,3,1,0
1965,2015,412,100000,2,3,1,0
1336,2016,344,80000,2,3,1,0
1072,2002,45,70000,6,3,1,0
2390,2018,572,35000,2,3,1,0
1115,2007,56,114000,6,3,1,1
989,2008,173,53772,6,3,1,0
1609,2012,162,140000,2,3,1,1
282,2015,320,120000,2,3,1,0
921,2012,143,60000,6,3,1,0
2747,2016,184,25000,6,3,1,0
2408,2014,173,90000,5,3,1,0
2414,2020,197,120000,6,3,1,0
223,2015,248,175000,2,3,1,0
261,2011,83,100000,6,3,1,2
758,2014,470,36000,6,3,1,0
652,2013,396,30000,2,3,1,0
1387,2010,890,40000,6,3,0,1
668,2013,216,70000,6,3,1,1
2364,2017,427,60000,6,3,1,0
2981,2011,126,155500,2,3,1,0
1259,2011,281,50000,6,3,0,1
209,2016,263,40000,6,3,1,0
2357,2015,320,100000,2,3,1,2
1893,2012,147,80000,6,3,1,2
209,2011,100,90000,6,3,1,1
2700,2013,263,90000,2,3,1,1
1103,2006,51,110000,6,3,1,2
2339,2019,579,15000,6,3,1,0
1839,2007,79,100000,6,3,1,1
1883,2020,234,40000,0,3,1,0
1852,2004,61,60000,6,3,1,1
3046,2013,54,25000,6,3,1,0
1349,2016,459,25000,6,3,1,0
2850,2015,483,23000,6,3,1,0
1885,2018,306,22155,6,3,1,0
1951,2018,489,70000,6,3,1,0
1890,2009,126,60000,6,3,1,1
1330,2009,232,110000,6,3,1,1
3078,2018,344,30000,6,3,1,0
1538,2019,572,15000,2,3,1,0
2450,2003,56,100000,2,3,1,1
3494,2016,489,70000,2,3,0,0
1984,2017,314,24000,6,3,1,0
693,2005,84,120000,6,3,1,1
2576,2013,765,35000,2,3,0,0
2106,2007,147,78380,6,3,1,0
2700,2012,349,110000,2,3,1,1
538,2010,143,90000,2,3,1,2
538,2011,158,90000,2,3,1,2
2326,2009,205,150000,2,3,1,2
1824,2009,188,230000,2,3,1,2
2027,2006,118,70000,6,3,1,2
2357,2017,459,80362,2,3,1,0
1291,2012,232,110000,6,3,1,2
205,2012,126,60000,2,3,1,0
221,2015,489,50000,2,3,0,0
2635,2014,173,40000,6,3,1,1
123,2017,916,40000,2,3,0,0
223,2013,339,20000,2,2,1,0
915,2014,220,55000,6,2,1,0
360,2018,617,1136,6,2,1,0
2777,2013,293,55000,6,2,1,0
546,2014,281,43000,6,2,1,0
1972,2016,507,60000,2,3,1,0
2835,2018,636,2650,2,2,1,0
1796,2017,657,40000,2,3,1,0
1763,2019,698,15000,6,2,1,0
2003,2016,360,115962,2,3,1,1
2656,2015,452,65000,2,2,1,0
2083,2017,572,40000,2,3,1,0
1352,2012,309,58000,2,2,1,0
2582,2013,844,15000,2,3,0,0
914,2012,193,54000,6,2,1,0
3412,2017,483,56000,2,2,1,0
1890,2006,31,120000,6,3,1,2
2058,2009,61,90000,5,3,1,1
1890,2012,118,70000,6,3,1,1
1222,2008,100,90000,6,3,1,1
1612,2008,70,213000,2,3,1,0
238,2012,150,120000,2,3,1,0
1658,2017,765,20000,2,3,1,0
1317,2017,516,10000,6,3,1,0
2088,2012,236,80000,2,3,1,1
1025,2015,314,90000,6,3,1,0
1895,2008,105,80000,6,3,1,0
2106,2008,184,60000,6,3,1,1
1261,2011,147,139000,6,3,1,1
3346,2011,676,160000,2,3,1,1
824,2014,248,150000,2,3,1,0
3322,2010,516,163000,2,3,1,3
2927,2009,71,120000,2,2,1,0
2975,2011,100,120000,2,3,1,1
204,2012,181,100000,2,3,1,1
3195,2015,248,140000,2,2,1,0
2793,2010,150,87000,2,2,1,1
1851,2013,143,70000,6,3,1,0
546,2015,248,50000,6,3,1,1
3350,2014,668,70000,2,3,1,0
997,2018,370,25000,2,3,1,0
205,2011,110,80000,2,3,1,1
310,2018,349,10000,6,3,1,0
1001,2018,396,32000,6,3,1,0
2063,2018,166,10000,6,3,1,0
1900,2017,473,52000,6,2,1,0
493,2006,90,120000,2,3,1,2
950,2019,572,11240,6,3,1,0
1022,2017,390,66000,2,2,1,0
2003,2017,614,64000,2,2,1,0
1097,2013,241,49000,6,3,1,0
3122,2006,97,100000,2,3,1,1
2747,2018,289,26500,6,3,1,0
1839,2002,45,100000,6,3,1,1
2389,2017,507,72000,2,2,1,0
801,2009,248,50000,6,3,1,0
1304,2017,504,44000,2,2,1,0
2004,2017,657,60000,2,3,1,1
3135,2002,84,120000,2,3,1,0
1824,2010,135,130000,2,3,1,0
2380,2017,360,70000,2,3,1,0
2007,2014,459,20000,6,3,1,0
1301,2009,150,60000,2,3,1,1
1893,2007,84,195000,6,3,1,0
1893,2010,100,90000,6,3,1,1
992,2006,110,80000,6,3,1,2
2411,2011,135,155000,6,3,1,0
1538,2019,605,35000,2,3,1,0
1292,2018,489,20000,6,3,1,1
2422,2010,84,80000,6,3,1,1
1873,2017,234,20000,6,3,1,0
1331,2009,248,50000,6,3,1,0
1330,2010,224,110000,6,3,1,1
1165,2013,427,29000,2,3,1,0
1819,2013,360,120000,2,3,1,0
1547,2011,344,70000,2,3,1,1
2008,2013,281,40000,6,3,1,0
664,2017,281,20000,6,3,1,0
3262,2013,188,50000,6,3,1,1
1865,2013,90,50000,6,3,1,0
2304,2012,317,49000,6,3,1,1
1688,2011,489,70000,2,3,0,1
1545,2011,281,90000,2,3,1,1
1786,2020,747,25000,2,2,1,0
3150,2018,289,4000,6,3,1,0
1601,2018,732,10000,2,3,1,0
2697,2015,572,15000,2,3,1,0
921,2018,188,30000,6,3,1,0
2429,2014,258,41000,6,2,1,0
262,2012,105,28000,6,3,1,0
1899,2019,516,16000,6,3,1,0
907,2015,135,70000,6,3,1,0
521,2017,416,10832,6,2,1,0
530,2018,472,14681,2,2,1,0
1261,2009,205,50000,6,3,1,0
1545,2016,449,51000,2,2,1,0
1151,2015,396,25000,6,3,1,0
244,2014,281,30000,6,3,1,0
763,2014,393,80000,2,2,1,0
1001,2017,396,50000,6,3,1,0
1535,2015,344,200000,2,3,1,0
1008,2013,276,44000,6,2,1,0
1913,2015,396,10000,6,3,1,0
3150,2019,339,19600,6,3,1,0
2414,2005,61,40000,6,3,1,1
204,2011,88,50000,2,3,1,0
1858,2009,150,46730,6,3,1,0
293,2015,205,40000,6,3,1,1
2877,2011,281,80000,2,3,1,0
2469,2002,41,80000,6,3,1,1
1185,2018,622,24000,2,3,1,0
379,2017,516,21170,2,2,1,0
109,2013,844,167223,2,2,0,0
2004,2017,657,40000,2,3,1,0
151,2011,741,60000,2,3,0,0
3371,2016,817,141440,2,2,1,0
278,2007,135,120000,2,3,1,2
2607,2012,412,140000,6,3,0,0
1803,2012,600,212814,2,2,1,0
1901,2019,572,30000,2,3,1,0
525,2017,516,88635,2,2,1,0
2324,2018,572,25000,2,3,1,0
1292,2017,443,20000,6,3,1,1
2700,2012,281,110000,2,3,1,1
2375,2008,205,120000,2,3,1,2
462,2011,459,149674,2,2,1,1
1629,2007,297,100000,2,3,1,2
1915,2006,61,120000,6,3,1,2
2922,2003,28,120000,2,3,1,1
1185,2018,622,25000,2,3,1,0
2435,2014,248,35000,6,3,1,1
2924,2002,105,40000,6,3,1,0
2324,2015,390,60000,2,3,1,1
3263,2012,248,50000,2,3,1,1
3050,2013,33,25000,6,3,1,3
1043,2016,281,25000,6,3,1,0
997,2019,545,8000,2,3,1,0
2002,2017,524,60000,2,3,1,0
1545,2006,188,200000,2,3,1,2
1677,2018,683,20000,2,3,1,0
3473,2013,320,100000,6,3,1,0
1223,2015,281,70000,2,3,1,1
207,2012,134,68000,2,2,1,0
2387,2017,427,38000,6,2,1,0
2070,2013,271,80000,2,2,1,0
2982,2014,155,72000,0,2,1,0
1981,2012,188,75000,0,2,1,0
2028,2014,184,43000,6,2,1,0
2373,2007,205,120000,6,3,1,1
3199,2015,320,100000,2,3,1,0
2357,2014,375,163000,2,3,1,0
1887,2018,248,25000,6,3,0,0
1890,2011,122,25000,6,3,1,0
2097,2007,84,90000,6,3,1,1
1683,2014,396,70000,2,3,1,1
1101,2010,110,98000,0,3,1,1
220,2010,197,81925,2,3,1,0
534,2013,126,80000,2,3,1,1
2749,2017,224,40000,6,3,1,0
2324,2014,320,90000,2,3,1,0
914,2012,166,46000,6,3,1,0
1796,2012,427,80000,2,3,1,0
2736,2018,266,35000,6,3,1,0
2831,2017,605,82080,2,3,0,0
1803,2012,459,200000,2,3,1,0
259,2009,105,70000,6,3,1,0
1839,2000,41,40000,6,3,1,2
278,2010,248,120000,2,3,1,2
489,2007,158,60000,6,3,1,2
2005,2013,320,110000,2,3,1,0
3030,2011,216,97000,2,3,1,1
2363,2017,320,30000,6,3,1,0
1365,2010,205,40000,6,3,1,0
1001,2019,459,10000,6,3,1,0
2462,2010,147,52047,6,3,1,0
3324,2011,360,200000,2,3,1,2
3153,2019,281,15000,6,3,0,1
2393,2018,572,50000,2,3,1,0
2367,2011,205,70000,6,3,1,1
2369,2019,459,10000,6,3,1,0
2357,2017,459,90000,2,3,1,0
1865,2016,110,40000,6,3,1,0
2414,2006,71,62009,6,3,1,1
1316,2017,454,33100,6,3,1,1
914,2014,158,40000,6,3,1,1
1066,1999,28,120000,6,3,1,1
2422,2007,79,80000,6,3,1,0
3107,2016,657,70000,2,3,1,0
1651,2006,181,220000,6,3,1,1
1545,2010,320,50000,2,3,1,0
300,2015,258,45000,6,3,1,1
3294,2014,657,110000,2,3,1,0
420,2014,396,49000,2,3,1,0
1783,2018,785,35000,2,3,0,0
1709,2017,396,160000,2,3,1,0
1890,2007,51,180000,6,3,1,2
1839,2007,87,60000,6,3,1,1
450,2008,320,110000,2,3,1,2
2414,2004,61,60000,6,3,1,2
1873,2016,248,30000,6,3,1,0
1559,2017,327,40000,2,3,1,0
2343,2009,205,70000,6,3,1,0
3063,2010,205,120000,2,3,1,1
2324,2012,177,80000,2,3,1,2
3294,2015,747,120000,2,3,1,0
667,2018,378,20000,6,3,1,0
667,2018,378,22000,6,3,1,0
261,2008,56,35000,6,3,1,1
252,2013,166,120000,2,3,1,1
3158,2019,443,8000,6,3,1,0
2070,2011,126,40000,2,3,1,1
2395,2018,600,10000,2,3,1,0
1061,2019,281,30000,6,3,1,0
450,2011,427,54000,2,3,1,1
1151,2017,270,80577,6,3,1,0
764,2017,667,25000,2,3,1,0
1152,2011,248,127500,2,3,1,1
911,2015,193,40903,6,2,1,0
546,2011,100,60000,6,3,1,2
2429,2004,110,46000,6,3,1,0
457,2004,227,22288,2,2,1,1
3431,2011,224,180000,2,3,1,1
3448,2015,396,30000,2,3,1,1
1043,2015,320,61690,6,2,1,0
1333,2015,459,64484,6,2,1,0
71,2012,739,90000,2,3,0,1
2708,2013,320,75976,2,2,1,1
538,2011,181,70000,2,3,1,1
668,2012,248,85962,6,2,1,1
2057,2018,205,120000,6,3,1,0
824,2015,459,120000,2,3,1,0
672,2012,236,75000,6,3,0,1
596,2009,281,57035,6,2,1,0
1545,2011,143,70000,2,3,1,2
504,2015,188,45000,6,3,1,0
1796,2013,396,72104,2,2,1,1
3047,2011,56,15000,6,3,1,0
1317,2016,459,30000,6,3,1,0
3005,2011,181,80000,2,3,1,0
2977,2009,126,164000,2,3,1,1
1890,2006,45,124439,6,3,1,1
2472,2006,100,77000,6,3,1,1
2324,2014,197,90000,2,3,1,0
2736,2017,314,30000,6,3,1,0
208,2012,150,50000,6,3,1,0
2356,2012,263,80000,2,3,1,1
1865,2018,254,5000,6,3,1,0
2400,2018,335,24000,6,3,0,0
3158,2019,427,10000,6,3,1,0
2002,2016,427,78000,2,3,1,2
1715,2018,548,50000,2,3,1,0
1840,2001,22,100000,6,3,1,1
